Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.7830          -1.6919      -6.8158       5.1239   880.9
1.7840          -1.7089      -6.8219       5.1130   879.0
1.7850          -1.7141      -6.8263       5.1123   878.9
1.7860          -1.7188      -6.8297       5.1109   878.7
1.7870          -1.7245      -6.8318       5.1073   878.0
1.7880          -1.7334      -6.8326       5.0993   876.7
1.7890          -1.7415      -6.8321       5.0906   875.2
1.7900          -1.7359      -6.8303       5.0944   875.8
1.7910          -1.7350      -6.8273       5.0924   875.5
1.7920          -1.7411      -6.8232       5.0821   873.7
1.7930          -1.7280      -6.8179       5.0898   875.0
1.7940          -1.7271      -6.8115       5.0843   874.1
1.7950          -1.7327      -6.8039       5.0713   871.8
1.7960          -1.7101      -6.7955       5.0854   874.3
1.7970          -1.7312      -6.7863       5.0551   869.1
1.7980          -1.7236      -6.7765       5.0529   868.7
1.7990          -1.7121      -6.7658       5.0537   868.8
1.8000          -1.7045      -6.7539       5.0495   868.1
1.8010          -1.6865      -6.7411       5.0546   869.0
1.8020          -1.6888      -6.7277       5.0389   866.3
1.8030          -1.7079      -6.7138       5.0059   860.6
1.8040          -1.7050      -6.6994       4.9944   858.6
1.8050          -1.6779      -6.6848       5.0069   860.8
1.8060          -1.6482      -6.6697       5.0215   863.3
1.8070          -1.6516      -6.6546       5.0030   860.1
1.8080          -1.6407      -6.6396       4.9988   859.4
1.8090          -1.6572      -6.6244       4.9672   853.9
1.8100          -1.6683      -6.6094       4.9411   849.5
1.8110          -1.6604      -6.5947       4.9343   848.3
1.8120          -1.6529      -6.5804       4.9275   847.1
1.8130          -1.6493      -6.5665       4.9172   845.4
1.8140          -1.6714      -6.5531       4.8817   839.3
1.8150          -1.6742      -6.5403       4.8661   836.6
1.8160          -1.6400      -6.5280       4.8880   840.3
1.8170          -1.6667      -6.5162       4.8495   833.7
1.8180          -1.6864      -6.5054       4.8189   828.5
1.8190          -1.6955      -6.4954       4.7999   825.2
1.8200          -1.7411      -6.4861       4.7450   815.8
1.8210          -1.7687      -6.4780       4.7093   809.6
1.8220          -1.7192      -6.4708       4.7516   816.9
1.8230          -1.7208      -6.4646       4.7438   815.6
1.8240          -1.7049      -6.4591       4.7541   817.3
1.8250          -1.7251      -6.4543       4.7292   813.0
1.8260          -1.6998      -6.4502       4.7504   816.7
1.8270          -1.7002      -6.4467       4.7464   816.0
1.8280          -1.7300      -6.4442       4.7142   810.5
1.8290          -1.7543      -6.4429       4.6885   806.0
1.8300          -1.7545      -6.4424       4.6879   805.9
1.8310          -1.7767      -6.4423       4.6655   802.1
1.8320          -1.7435      -6.4431       4.6996   808.0
1.8330          -1.7560      -6.4445       4.6885   806.0
1.8340          -1.7746      -6.4469       4.6724   803.3
1.8350          -1.7414      -6.4498       4.7084   809.5
1.8360          -1.7347      -6.4541       4.7194   811.4
1.8370          -1.7257      -6.4595       4.7338   813.8
1.8380          -1.7252      -6.4660       4.7408   815.0
1.8390          -1.7527      -6.4739       4.7212   811.7
1.8400          -1.7540      -6.4832       4.7292   813.0
1.8410          -1.7569      -6.4933       4.7364   814.3
1.8420          -1.7603      -6.5037       4.7434   815.5
1.8430          -1.7821      -6.5144       4.7323   813.6
1.8440          -1.7612      -6.5253       4.7641   819.0
1.8450          -1.7697      -6.5366       4.7669   819.5
1.8460          -1.8222      -6.5484       4.7261   812.5
1.8470          -1.8258      -6.5599       4.7342   813.9
1.8480          -1.8324      -6.5717       4.7393   814.8
1.8490          -1.8457      -6.5835       4.7378   814.5
1.8500          -1.8347      -6.5953       4.7606   818.4
1.8510          -1.8692      -6.6075       4.7383   814.6
1.8520          -1.8539      -6.6198       4.7660   819.4
1.8530          -1.9083      -6.6318       4.7234   812.0
1.8540          -1.9467      -6.6429       4.6962   807.4
1.8550          -1.9295      -6.6530       4.7235   812.1
1.8560          -1.9187      -6.6619       4.7432   815.4
1.8570          -1.9375      -6.6695       4.7320   813.5
1.8580          -1.9412      -6.6761       4.7349   814.0
1.8590          -1.9405      -6.6809       4.7404   815.0
1.8600          -1.9494      -6.6846       4.7352   814.1
1.8610          -1.9500      -6.6873       4.7373   814.4
1.8620          -1.9954      -6.6887       4.6933   806.9
1.8630          -1.9777      -6.6887       4.7110   809.9
1.8640          -1.9755      -6.6876       4.7121   810.1
1.8650          -1.9570      -6.6853       4.7283   812.9
1.8660          -1.9646      -6.6818       4.7172   811.0
1.8670          -1.9600      -6.6772       4.7172   811.0
1.8680          -1.9594      -6.6717       4.7123   810.1
1.8690          -1.9495      -6.6653       4.7158   810.7
1.8700          -1.9314      -6.6578       4.7264   812.6
1.8710          -1.9420      -6.6492       4.7073   809.3
1.8720          -1.9430      -6.6398       4.6968   807.5
1.8730          -1.9156      -6.6294       4.7138   810.4
1.8740          -1.9335      -6.6180       4.6844   805.3
1.8750          -1.9355      -6.6057       4.6701   802.9
1.8760          -1.9383      -6.5929       4.6546   800.2
1.8770          -1.9301      -6.5794       4.6492   799.3
1.8780          -1.9025      -6.5650       4.6625   801.6
1.8790          -1.9220      -6.5496       4.6276   795.6
1.8800          -1.9072      -6.5332       4.6260   795.3
1.8810          -1.8814      -6.5161       4.6347   796.8
1.8820          -1.8957      -6.4983       4.6026   791.3
1.8830          -1.9219      -6.4803       4.5585   783.7
1.8840          -1.9069      -6.4620       4.5551   783.1
1.8850          -1.9424      -6.4434       4.5011   773.8
1.8860          -1.9491      -6.4247       4.4756   769.4
1.8870          -1.9330      -6.4059       4.4729   769.0
1.8880          -1.9062      -6.3872       4.4810   770.4
1.8890          -1.9118      -6.3686       4.4568   766.2
1.8900          -1.9513      -6.3504       4.3990   756.3
1.8910          -1.9549      -6.3325       4.3776   752.6
1.8920          -1.9476      -6.3151       4.3676   750.9
1.8930          -1.9618      -6.2982       4.3364   745.5
1.8940          -1.9754      -6.2817       4.3063   740.3
1.8950          -1.9551      -6.2658       4.3107   741.1
1.8960          -1.9365      -6.2503       4.3138   741.6
1.8970          -1.9229      -6.2354       4.3125   741.4
1.8980          -1.9325      -6.2210       4.2885   737.3
1.8990          -1.9465      -6.2074       4.2609   732.5
1.9000          -1.9712      -6.1943       4.2231   726.0
1.9010          -1.9829      -6.1816       4.1987   721.8
1.9020          -2.0087      -6.1695       4.1608   715.3
1.9030          -2.0483      -6.1576       4.1093   706.5
1.9040          -2.0300      -6.1462       4.1162   707.7
1.9050          -2.0829      -6.1355       4.0526   696.7
1.9060          -2.0472      -6.1251       4.0779   701.1
1.9070          -2.0271      -6.1146       4.0875   702.7
1.9080          -2.0671      -6.1043       4.0372   694.1
1.9090          -2.0604      -6.0943       4.0339   693.5
1.9100          -2.0594      -6.0838       4.0244   691.9
1.9110          -2.0581      -6.0733       4.0153   690.3
1.9120          -2.0589      -6.0630       4.0041   688.4
1.9130          -2.0788      -6.0524       3.9736   683.1
1.9140          -2.0954      -6.0420       3.9466   678.5
1.9150          -2.1150      -6.0322       3.9172   673.4
1.9160          -2.1200      -6.0227       3.9028   671.0
1.9170          -2.1202      -6.0141       3.8940   669.4
1.9180          -2.1484      -6.0062       3.8578   663.2
1.9190          -2.1499      -5.9993       3.8494   661.8
1.9200          -2.1402      -5.9931       3.8528   662.4
1.9210          -2.1405      -5.9877       3.8472   661.4
1.9220          -2.1326      -5.9829       3.8504   661.9
1.9230          -2.1860      -5.9787       3.7927   652.0
1.9240          -2.1853      -5.9744       3.7891   651.4
1.9250          -2.1947      -5.9692       3.7745   648.9
1.9260          -2.2339      -5.9646       3.7307   641.4
1.9270          -2.2607      -5.9605       3.6998   636.1
1.9280          -2.2647      -5.9566       3.6919   634.7
1.9290          -2.2587      -5.9525       3.6939   635.0
1.9300          -2.2707      -5.9482       3.6775   632.2
1.9310          -2.2592      -5.9435       3.6843   633.4
1.9320          -2.2342      -5.9374       3.7032   636.7
1.9330          -2.2471      -5.9307       3.6837   633.3
1.9340          -2.2669      -5.9231       3.6562   628.6
1.9350          -2.2777      -5.9144       3.6367   625.2
1.9360          -2.2757      -5.9045       3.6289   623.9
1.9370          -2.3057      -5.8936       3.5879   616.8
1.9380          -2.2950      -5.8818       3.5868   616.6
1.9390          -2.3136      -5.8696       3.5559   611.3
1.9400          -2.3179      -5.8568       3.5389   608.4
1.9410          -2.3010      -5.8438       3.5428   609.1
1.9420          -2.3020      -5.8303       3.5283   606.6
1.9430          -2.3162      -5.8165       3.5003   601.8
1.9440          -2.3388      -5.8031       3.4642   595.6
1.9450          -2.3629      -5.7899       3.4270   589.2
1.9460          -2.3503      -5.7773       3.4270   589.2
1.9470          -2.3474      -5.7651       3.4176   587.6
1.9480          -2.3509      -5.7530       3.4021   584.9
1.9490          -2.3586      -5.7415       3.3829   581.6
1.9500          -2.3726      -5.7313       3.3587   577.4
1.9510          -2.3725      -5.7226       3.3501   575.9
1.9520          -2.3753      -5.7150       3.3397   574.2
1.9530          -2.4009      -5.7086       3.3077   568.7
1.9540          -2.3952      -5.7038       3.3085   568.8
1.9550          -2.4086      -5.7007       3.2921   566.0
1.9560          -2.4360      -5.7006       3.2646   561.2
1.9570          -2.4430      -5.7040       3.2610   560.6
1.9580          -2.4486      -5.7104       3.2618   560.8
1.9590          -2.4539      -5.7196       3.2657   561.4
1.9600          -2.4360      -5.7321       3.2961   566.7
1.9610          -2.4266      -5.7483       3.3217   571.1
1.9620          -2.4076      -5.7672       3.3597   577.6
1.9630          -2.4057      -5.7894       3.3837   581.7
1.9640          -2.3854      -5.8143       3.4290   589.5
1.9650          -2.3938      -5.8414       3.4476   592.7
1.9660          -2.4018      -5.8706       3.4688   596.4
1.9670          -2.3950      -5.9015       3.5065   602.8
1.9680          -2.3874      -5.9339       3.5464   609.7
1.9690          -2.3914      -5.9670       3.5756   614.7
1.9700          -2.3984      -6.0002       3.6018   619.2
1.9710          -2.3955      -6.0337       3.6382   625.5
1.9720          -2.4316      -6.0675       3.6359   625.1
1.9730          -2.4320      -6.1012       3.6692   630.8
1.9740          -2.4572      -6.1339       3.6767   632.1
1.9750          -2.4358      -6.1652       3.7295   641.2
1.9760          -2.4503      -6.1953       3.7450   643.8
1.9770          -2.4648      -6.2238       3.7590   646.2
1.9780          -2.5235      -6.2501       3.7266   640.7
1.9790          -2.5025      -6.2748       3.7723   648.5
1.9800          -2.4964      -6.2980       3.8017   653.6
1.9810          -2.5170      -6.3199       3.8028   653.8
1.9820          -2.4917      -6.3401       3.8484   661.6
1.9830          -2.4766      -6.3585       3.8819   667.4
1.9840          -2.4827      -6.3751       3.8924   669.2
1.9850          -2.4814      -6.3899       3.9085   671.9
1.9860          -2.4911      -6.4034       3.9123   672.6
1.9870          -2.5035      -6.4155       3.9119   672.5
1.9880          -2.5152      -6.4263       3.9111   672.4
1.9890          -2.5346      -6.4360       3.9013   670.7
1.9900          -2.5198      -6.4449       3.9251   674.8
1.9910          -2.5287      -6.4527       3.9240   674.6
1.9920          -2.5372      -6.4595       3.9223   674.3
1.9930          -2.5132      -6.4660       3.9528   679.6
1.9940          -2.5185      -6.4714       3.9529   679.6
1.9950          -2.5090      -6.4753       3.9663   681.9
1.9960          -2.5070      -6.4782       3.9712   682.7
1.9970          -2.4919      -6.4805       3.9887   685.7
1.9980          -2.5250      -6.4825       3.9575   680.4
1.9990          -2.5347      -6.4841       3.9494   679.0
2.0000          -2.5412      -6.4858       3.9446   678.2
2.0010          -2.5313      -6.4879       3.9567   680.2
2.0020          -2.5606      -6.4904       3.9297   675.6
2.0030          -2.5599      -6.4934       3.9335   676.3
